installation_step,bar_index,entity_id,guid,name,tag,length_mm,radius_mm,entry_direction,forced_core_resolution
1855,810,142900,03ROboBXj84foxBMwZddmh,主梁钢筋_N2:主梁钢筋_N2:626049,626049,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1856,808,142878,03ROboBXj84foxBMwZddpN,主梁钢筋_N2:主梁钢筋_N2:626045,626045,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1857,806,142856,03ROboBXj84foxBMwZddpJ,主梁钢筋_N2:主梁钢筋_N2:626041,626041,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1858,804,142834,03ROboBXj84foxBMwZddpV,主梁钢筋_N2:主梁钢筋_N2:626037,626037,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1859,802,142812,03ROboBXj84foxBMwZddpR,主梁钢筋_N2:主梁钢筋_N2:626033,626033,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1860,800,142790,03ROboBXj84foxBMwZddp7,主梁钢筋_N2:主梁钢筋_N2:626029,626029,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1861,798,142768,03ROboBXj84foxBMwZddp3,主梁钢筋_N2:主梁钢筋_N2:626025,626025,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1862,796,142746,03ROboBXj84foxBMwZddpF,主梁钢筋_N2:主梁钢筋_N2:626021,626021,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1863,794,142724,03ROboBXj84foxBMwZddpB,主梁钢筋_N2:主梁钢筋_N2:626017,626017,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1864,792,142702,03ROboBXj84foxBMwZddpt,主梁钢筋_N2:主梁钢筋_N2:626013,626013,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1865,790,142680,03ROboBXj84foxBMwZddpp,主梁钢筋_N2:主梁钢筋_N2:626009,626009,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1866,788,142658,03ROboBXj84foxBMwZddp$,主梁钢筋_N2:主梁钢筋_N2:626005,626005,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1867,786,142636,03ROboBXj84foxBMwZddpx,主梁钢筋_N2:主梁钢筋_N2:626001,626001,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1868,784,142614,03ROboBXj84foxBMwZddpd,主梁钢筋_N2:主梁钢筋_N2:625997,625997,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1869,782,142592,03ROboBXj84foxBMwZddpZ,主梁钢筋_N2:主梁钢筋_N2:625993,625993,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1870,780,142570,03ROboBXj84foxBMwZddpl,主梁钢筋_N2:主梁钢筋_N2:625989,625989,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1871,778,142548,03ROboBXj84foxBMwZddph,主梁钢筋_N2:主梁钢筋_N2:625985,625985,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1872,776,142526,03ROboBXj84foxBMwZddoN,主梁钢筋_N2:主梁钢筋_N2:625981,625981,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1873,774,142504,03ROboBXj84foxBMwZddoJ,主梁钢筋_N2:主梁钢筋_N2:625977,625977,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1874,772,142482,03ROboBXj84foxBMwZddoV,主梁钢筋_N2:主梁钢筋_N2:625973,625973,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1875,770,142460,03ROboBXj84foxBMwZddoR,主梁钢筋_N2:主梁钢筋_N2:625969,625969,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1876,768,142438,03ROboBXj84foxBMwZddo7,主梁钢筋_N2:主梁钢筋_N2:625965,625965,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1877,766,142416,03ROboBXj84foxBMwZddo3,主梁钢筋_N2:主梁钢筋_N2:625961,625961,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1878,764,142394,03ROboBXj84foxBMwZddoF,主梁钢筋_N2:主梁钢筋_N2:625957,625957,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1879,762,142372,03ROboBXj84foxBMwZddoB,主梁钢筋_N2:主梁钢筋_N2:625953,625953,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1880,760,142350,03ROboBXj84foxBMwZddot,主梁钢筋_N2:主梁钢筋_N2:625949,625949,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1881,758,142328,03ROboBXj84foxBMwZddop,主梁钢筋_N2:主梁钢筋_N2:625945,625945,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1882,756,142306,03ROboBXj84foxBMwZddo$,主梁钢筋_N2:主梁钢筋_N2:625941,625941,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1883,754,142284,03ROboBXj84foxBMwZddox,主梁钢筋_N2:主梁钢筋_N2:625937,625937,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1884,752,142262,03ROboBXj84foxBMwZddod,主梁钢筋_N2:主梁钢筋_N2:625933,625933,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1885,750,142240,03ROboBXj84foxBMwZddoZ,主梁钢筋_N2:主梁钢筋_N2:625929,625929,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1886,748,142218,03ROboBXj84foxBMwZddol,主梁钢筋_N2:主梁钢筋_N2:625925,625925,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1887,746,142196,03ROboBXj84foxBMwZddoh,主梁钢筋_N2:主梁钢筋_N2:625921,625921,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1888,744,142174,03ROboBXj84foxBMwZddrN,主梁钢筋_N2:主梁钢筋_N2:625917,625917,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1889,742,142152,03ROboBXj84foxBMwZddrJ,主梁钢筋_N2:主梁钢筋_N2:625913,625913,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1890,740,142130,03ROboBXj84foxBMwZddrV,主梁钢筋_N2:主梁钢筋_N2:625909,625909,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1891,738,142108,03ROboBXj84foxBMwZddrR,主梁钢筋_N2:主梁钢筋_N2:625905,625905,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1892,736,142086,03ROboBXj84foxBMwZddr7,主梁钢筋_N2:主梁钢筋_N2:625901,625901,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1893,734,142064,03ROboBXj84foxBMwZddr3,主梁钢筋_N2:主梁钢筋_N2:625897,625897,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1894,732,142042,03ROboBXj84foxBMwZddrF,主梁钢筋_N2:主梁钢筋_N2:625893,625893,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1895,730,142020,03ROboBXj84foxBMwZddrB,主梁钢筋_N2:主梁钢筋_N2:625889,625889,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1896,728,141998,03ROboBXj84foxBMwZddrt,主梁钢筋_N2:主梁钢筋_N2:625885,625885,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1897,726,141976,03ROboBXj84foxBMwZddrp,主梁钢筋_N2:主梁钢筋_N2:625881,625881,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1898,724,141954,03ROboBXj84foxBMwZddr$,主梁钢筋_N2:主梁钢筋_N2:625877,625877,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1899,722,141932,03ROboBXj84foxBMwZddrx,主梁钢筋_N2:主梁钢筋_N2:625873,625873,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1900,720,141910,03ROboBXj84foxBMwZddrd,主梁钢筋_N2:主梁钢筋_N2:625869,625869,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1901,718,141888,03ROboBXj84foxBMwZddrZ,主梁钢筋_N2:主梁钢筋_N2:625865,625865,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1902,716,141866,03ROboBXj84foxBMwZddrl,主梁钢筋_N2:主梁钢筋_N2:625861,625861,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1903,714,141844,03ROboBXj84foxBMwZddrh,主梁钢筋_N2:主梁钢筋_N2:625857,625857,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1904,712,141822,03ROboBXj84foxBMwZddqN,主梁钢筋_N2:主梁钢筋_N2:625853,625853,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1905,710,141800,03ROboBXj84foxBMwZddqJ,主梁钢筋_N2:主梁钢筋_N2:625849,625849,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1906,708,141778,03ROboBXj84foxBMwZddqV,主梁钢筋_N2:主梁钢筋_N2:625845,625845,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1907,706,141756,03ROboBXj84foxBMwZddqR,主梁钢筋_N2:主梁钢筋_N2:625841,625841,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1908,704,141734,03ROboBXj84foxBMwZddq7,主梁钢筋_N2:主梁钢筋_N2:625837,625837,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1909,702,141712,03ROboBXj84foxBMwZddq3,主梁钢筋_N2:主梁钢筋_N2:625833,625833,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1910,700,141690,03ROboBXj84foxBMwZddqF,主梁钢筋_N2:主梁钢筋_N2:625829,625829,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1911,698,141668,03ROboBXj84foxBMwZddqB,主梁钢筋_N2:主梁钢筋_N2:625825,625825,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1912,696,141646,03ROboBXj84foxBMwZddqt,主梁钢筋_N2:主梁钢筋_N2:625821,625821,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1913,694,141624,03ROboBXj84foxBMwZddqp,主梁钢筋_N2:主梁钢筋_N2:625817,625817,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1914,692,141602,03ROboBXj84foxBMwZddq$,主梁钢筋_N2:主梁钢筋_N2:625813,625813,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1915,690,141580,03ROboBXj84foxBMwZddqx,主梁钢筋_N2:主梁钢筋_N2:625809,625809,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1916,688,141558,03ROboBXj84foxBMwZddqd,主梁钢筋_N2:主梁钢筋_N2:625805,625805,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1917,686,141536,03ROboBXj84foxBMwZddqZ,主梁钢筋_N2:主梁钢筋_N2:625801,625801,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1918,684,141514,03ROboBXj84foxBMwZddql,主梁钢筋_N2:主梁钢筋_N2:625797,625797,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1919,682,141492,03ROboBXj84foxBMwZddqh,主梁钢筋_N2:主梁钢筋_N2:625793,625793,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1920,680,141470,03ROboBXj84foxBMwZddtN,主梁钢筋_N2:主梁钢筋_N2:625789,625789,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1921,678,141448,03ROboBXj84foxBMwZddtJ,主梁钢筋_N2:主梁钢筋_N2:625785,625785,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1922,676,141426,03ROboBXj84foxBMwZddtV,主梁钢筋_N2:主梁钢筋_N2:625781,625781,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1923,674,141404,03ROboBXj84foxBMwZddtR,主梁钢筋_N2:主梁钢筋_N2:625777,625777,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1924,672,141382,03ROboBXj84foxBMwZddt7,主梁钢筋_N2:主梁钢筋_N2:625773,625773,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1925,670,141360,03ROboBXj84foxBMwZddt3,主梁钢筋_N2:主梁钢筋_N2:625769,625769,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1926,668,141338,03ROboBXj84foxBMwZddtF,主梁钢筋_N2:主梁钢筋_N2:625765,625765,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1927,666,141316,03ROboBXj84foxBMwZddtB,主梁钢筋_N2:主梁钢筋_N2:625761,625761,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1928,664,141294,03ROboBXj84foxBMwZddtt,主梁钢筋_N2:主梁钢筋_N2:625757,625757,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1929,662,141272,03ROboBXj84foxBMwZddtp,主梁钢筋_N2:主梁钢筋_N2:625753,625753,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1930,660,141250,03ROboBXj84foxBMwZddt$,主梁钢筋_N2:主梁钢筋_N2:625749,625749,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1931,658,141228,03ROboBXj84foxBMwZddtx,主梁钢筋_N2:主梁钢筋_N2:625745,625745,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1932,656,141206,03ROboBXj84foxBMwZddtd,主梁钢筋_N2:主梁钢筋_N2:625741,625741,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1933,654,141184,03ROboBXj84foxBMwZddtZ,主梁钢筋_N2:主梁钢筋_N2:625737,625737,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1934,652,141162,03ROboBXj84foxBMwZddtl,主梁钢筋_N2:主梁钢筋_N2:625733,625733,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1935,650,141140,03ROboBXj84foxBMwZddth,主梁钢筋_N2:主梁钢筋_N2:625729,625729,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1936,648,141118,03ROboBXj84foxBMwZddsN,主梁钢筋_N2:主梁钢筋_N2:625725,625725,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1937,646,141096,03ROboBXj84foxBMwZddsJ,主梁钢筋_N2:主梁钢筋_N2:625721,625721,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1938,644,141074,03ROboBXj84foxBMwZddsV,主梁钢筋_N2:主梁钢筋_N2:625717,625717,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1939,642,141052,03ROboBXj84foxBMwZddsR,主梁钢筋_N2:主梁钢筋_N2:625713,625713,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1940,640,141030,03ROboBXj84foxBMwZdds7,主梁钢筋_N2:主梁钢筋_N2:625709,625709,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1941,638,141008,03ROboBXj84foxBMwZdds3,主梁钢筋_N2:主梁钢筋_N2:625705,625705,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1942,636,140986,03ROboBXj84foxBMwZddsF,主梁钢筋_N2:主梁钢筋_N2:625701,625701,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1943,634,140964,03ROboBXj84foxBMwZddsB,主梁钢筋_N2:主梁钢筋_N2:625697,625697,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1944,632,140942,03ROboBXj84foxBMwZddst,主梁钢筋_N2:主梁钢筋_N2:625693,625693,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1945,630,140920,03ROboBXj84foxBMwZddsp,主梁钢筋_N2:主梁钢筋_N2:625689,625689,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1946,628,140898,03ROboBXj84foxBMwZdds$,主梁钢筋_N2:主梁钢筋_N2:625685,625685,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1947,626,140876,03ROboBXj84foxBMwZddsx,主梁钢筋_N2:主梁钢筋_N2:625681,625681,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1948,624,140854,03ROboBXj84foxBMwZddsd,主梁钢筋_N2:主梁钢筋_N2:625677,625677,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1949,622,140832,03ROboBXj84foxBMwZddsZ,主梁钢筋_N2:主梁钢筋_N2:625673,625673,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1950,620,140810,03ROboBXj84foxBMwZddsl,主梁钢筋_N2:主梁钢筋_N2:625669,625669,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1951,618,140788,03ROboBXj84foxBMwZddsh,主梁钢筋_N2:主梁钢筋_N2:625665,625665,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1952,597,137160,03ROboBXj84foxBMwZddHB,主梁钢筋_N2:主梁钢筋_N2:624097,624097,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1953,305,117956,03ROboBXj84foxBMwZdd2K,主梁钢筋_N2:主梁钢筋_N2:622910,622910,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1954,333,134256,03ROboBXj84foxBMwZddDY,主梁钢筋_N2:主梁钢筋_N2:623304,623304,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1955,335,134278,03ROboBXj84foxBMwZddDo,主梁钢筋_N2:主梁钢筋_N2:623320,623320,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1956,337,134300,03ROboBXj84foxBMwZddDs,主梁钢筋_N2:主梁钢筋_N2:623324,623324,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1957,339,134322,03ROboBXj84foxBMwZddDA,主梁钢筋_N2:主梁钢筋_N2:623328,623328,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1958,341,134344,03ROboBXj84foxBMwZddDE,主梁钢筋_N2:主梁钢筋_N2:623332,623332,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1959,343,134366,03ROboBXj84foxBMwZddD2,主梁钢筋_N2:主梁钢筋_N2:623336,623336,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1960,345,134388,03ROboBXj84foxBMwZddD6,主梁钢筋_N2:主梁钢筋_N2:623340,623340,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1961,347,134410,03ROboBXj84foxBMwZddDQ,主梁钢筋_N2:主梁钢筋_N2:623344,623344,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1962,349,134432,03ROboBXj84foxBMwZddDU,主梁钢筋_N2:主梁钢筋_N2:623348,623348,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1963,351,134454,03ROboBXj84foxBMwZddDI,主梁钢筋_N2:主梁钢筋_N2:623352,623352,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1964,353,134476,03ROboBXj84foxBMwZddDM,主梁钢筋_N2:主梁钢筋_N2:623356,623356,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1965,355,134498,03ROboBXj84foxBMwZddAg,主梁钢筋_N2:主梁钢筋_N2:623360,623360,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1966,357,134520,03ROboBXj84foxBMwZddAk,主梁钢筋_N2:主梁钢筋_N2:623364,623364,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1967,359,134542,03ROboBXj84foxBMwZddAc,主梁钢筋_N2:主梁钢筋_N2:623372,623372,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1968,361,134564,03ROboBXj84foxBMwZddAw,主梁钢筋_N2:主梁钢筋_N2:623376,623376,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1969,363,134586,03ROboBXj84foxBMwZddA_,主梁钢筋_N2:主梁钢筋_N2:623380,623380,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1970,365,134608,03ROboBXj84foxBMwZddAo,主梁钢筋_N2:主梁钢筋_N2:623384,623384,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1971,367,134630,03ROboBXj84foxBMwZddAs,主梁钢筋_N2:主梁钢筋_N2:623388,623388,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1972,369,134652,03ROboBXj84foxBMwZddAA,主梁钢筋_N2:主梁钢筋_N2:623392,623392,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1973,371,134674,03ROboBXj84foxBMwZddAE,主梁钢筋_N2:主梁钢筋_N2:623396,623396,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1974,373,134696,03ROboBXj84foxBMwZddA2,主梁钢筋_N2:主梁钢筋_N2:623400,623400,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1975,375,134718,03ROboBXj84foxBMwZddA6,主梁钢筋_N2:主梁钢筋_N2:623404,623404,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1976,377,134740,03ROboBXj84foxBMwZddAQ,主梁钢筋_N2:主梁钢筋_N2:623408,623408,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1977,379,134762,03ROboBXj84foxBMwZddAU,主梁钢筋_N2:主梁钢筋_N2:623412,623412,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1978,381,134784,03ROboBXj84foxBMwZddAI,主梁钢筋_N2:主梁钢筋_N2:623416,623416,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1979,383,134806,03ROboBXj84foxBMwZddAM,主梁钢筋_N2:主梁钢筋_N2:623420,623420,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1980,385,134828,03ROboBXj84foxBMwZddBg,主梁钢筋_N2:主梁钢筋_N2:623424,623424,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1981,387,134850,03ROboBXj84foxBMwZddBk,主梁钢筋_N2:主梁钢筋_N2:623428,623428,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1982,389,134872,03ROboBXj84foxBMwZddBY,主梁钢筋_N2:主梁钢筋_N2:623432,623432,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1983,391,134894,03ROboBXj84foxBMwZddBc,主梁钢筋_N2:主梁钢筋_N2:623436,623436,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1984,393,134916,03ROboBXj84foxBMwZddBw,主梁钢筋_N2:主梁钢筋_N2:623440,623440,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1985,395,134938,03ROboBXj84foxBMwZddB_,主梁钢筋_N2:主梁钢筋_N2:623444,623444,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1986,397,134960,03ROboBXj84foxBMwZddBo,主梁钢筋_N2:主梁钢筋_N2:623448,623448,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1987,399,134982,03ROboBXj84foxBMwZddBs,主梁钢筋_N2:主梁钢筋_N2:623452,623452,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1988,401,135004,03ROboBXj84foxBMwZddBA,主梁钢筋_N2:主梁钢筋_N2:623456,623456,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1989,403,135026,03ROboBXj84foxBMwZddBE,主梁钢筋_N2:主梁钢筋_N2:623460,623460,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1990,405,135048,03ROboBXj84foxBMwZddB2,主梁钢筋_N2:主梁钢筋_N2:623464,623464,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1991,407,135070,03ROboBXj84foxBMwZddB6,主梁钢筋_N2:主梁钢筋_N2:623468,623468,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1992,409,135092,03ROboBXj84foxBMwZddBQ,主梁钢筋_N2:主梁钢筋_N2:623472,623472,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1993,411,135114,03ROboBXj84foxBMwZddBU,主梁钢筋_N2:主梁钢筋_N2:623476,623476,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1994,413,135136,03ROboBXj84foxBMwZddBI,主梁钢筋_N2:主梁钢筋_N2:623480,623480,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1995,415,135158,03ROboBXj84foxBMwZddBM,主梁钢筋_N2:主梁钢筋_N2:623484,623484,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1996,417,135180,03ROboBXj84foxBMwZdd8g,主梁钢筋_N2:主梁钢筋_N2:623488,623488,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1997,419,135202,03ROboBXj84foxBMwZdd8k,主梁钢筋_N2:主梁钢筋_N2:623492,623492,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1998,421,135224,03ROboBXj84foxBMwZdd8c,主梁钢筋_N2:主梁钢筋_N2:623500,623500,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
1999,423,135246,03ROboBXj84foxBMwZdd8w,主梁钢筋_N2:主梁钢筋_N2:623504,623504,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2000,425,135268,03ROboBXj84foxBMwZdd8_,主梁钢筋_N2:主梁钢筋_N2:623508,623508,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2001,427,135290,03ROboBXj84foxBMwZdd8o,主梁钢筋_N2:主梁钢筋_N2:623512,623512,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2002,429,135312,03ROboBXj84foxBMwZdd8s,主梁钢筋_N2:主梁钢筋_N2:623516,623516,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2003,431,135334,03ROboBXj84foxBMwZdd8A,主梁钢筋_N2:主梁钢筋_N2:623520,623520,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2004,433,135356,03ROboBXj84foxBMwZdd8E,主梁钢筋_N2:主梁钢筋_N2:623524,623524,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2005,435,135378,03ROboBXj84foxBMwZdd82,主梁钢筋_N2:主梁钢筋_N2:623528,623528,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2006,437,135400,03ROboBXj84foxBMwZdd86,主梁钢筋_N2:主梁钢筋_N2:623532,623532,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2007,439,135422,03ROboBXj84foxBMwZdd8Q,主梁钢筋_N2:主梁钢筋_N2:623536,623536,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2008,441,135444,03ROboBXj84foxBMwZdd8U,主梁钢筋_N2:主梁钢筋_N2:623540,623540,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2009,443,135466,03ROboBXj84foxBMwZdd8I,主梁钢筋_N2:主梁钢筋_N2:623544,623544,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2010,445,135488,03ROboBXj84foxBMwZdd8M,主梁钢筋_N2:主梁钢筋_N2:623548,623548,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2011,447,135510,03ROboBXj84foxBMwZdd9g,主梁钢筋_N2:主梁钢筋_N2:623552,623552,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2012,449,135532,03ROboBXj84foxBMwZdd9k,主梁钢筋_N2:主梁钢筋_N2:623556,623556,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2013,451,135554,03ROboBXj84foxBMwZdd9Y,主梁钢筋_N2:主梁钢筋_N2:623560,623560,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2014,453,135576,03ROboBXj84foxBMwZdd9c,主梁钢筋_N2:主梁钢筋_N2:623564,623564,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2015,455,135598,03ROboBXj84foxBMwZdd9w,主梁钢筋_N2:主梁钢筋_N2:623568,623568,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
