installation_step,bar_index,entity_id,guid,name,tag,length_mm,radius_mm,entry_direction,forced_core_resolution
2016,457,135620,03ROboBXj84foxBMwZdd9_,主梁钢筋_N2:主梁钢筋_N2:623572,623572,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2017,459,135642,03ROboBXj84foxBMwZdd9o,主梁钢筋_N2:主梁钢筋_N2:623576,623576,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2018,461,135664,03ROboBXj84foxBMwZdd9s,主梁钢筋_N2:主梁钢筋_N2:623580,623580,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2019,463,135686,03ROboBXj84foxBMwZdd9A,主梁钢筋_N2:主梁钢筋_N2:623584,623584,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2020,465,135708,03ROboBXj84foxBMwZdd9E,主梁钢筋_N2:主梁钢筋_N2:623588,623588,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2021,467,135730,03ROboBXj84foxBMwZdd92,主梁钢筋_N2:主梁钢筋_N2:623592,623592,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2022,469,135752,03ROboBXj84foxBMwZdd96,主梁钢筋_N2:主梁钢筋_N2:623596,623596,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2023,471,135774,03ROboBXj84foxBMwZdd9Q,主梁钢筋_N2:主梁钢筋_N2:623600,623600,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2024,473,135796,03ROboBXj84foxBMwZdd9U,主梁钢筋_N2:主梁钢筋_N2:623604,623604,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2025,475,135818,03ROboBXj84foxBMwZdd9I,主梁钢筋_N2:主梁钢筋_N2:623608,623608,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2026,477,135840,03ROboBXj84foxBMwZdd9M,主梁钢筋_N2:主梁钢筋_N2:623612,623612,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2027,479,135862,03ROboBXj84foxBMwZddMg,主梁钢筋_N2:主梁钢筋_N2:623616,623616,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2028,481,135884,03ROboBXj84foxBMwZddMk,主梁钢筋_N2:主梁钢筋_N2:623620,623620,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2029,483,135906,03ROboBXj84foxBMwZddMc,主梁钢筋_N2:主梁钢筋_N2:623628,623628,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2030,485,135928,03ROboBXj84foxBMwZddMw,主梁钢筋_N2:主梁钢筋_N2:623632,623632,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2031,487,135950,03ROboBXj84foxBMwZddM_,主梁钢筋_N2:主梁钢筋_N2:623636,623636,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2032,489,135972,03ROboBXj84foxBMwZddMo,主梁钢筋_N2:主梁钢筋_N2:623640,623640,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2033,491,135994,03ROboBXj84foxBMwZddMs,主梁钢筋_N2:主梁钢筋_N2:623644,623644,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2034,493,136016,03ROboBXj84foxBMwZddMA,主梁钢筋_N2:主梁钢筋_N2:623648,623648,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2035,495,136038,03ROboBXj84foxBMwZddME,主梁钢筋_N2:主梁钢筋_N2:623652,623652,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2036,497,136060,03ROboBXj84foxBMwZddM2,主梁钢筋_N2:主梁钢筋_N2:623656,623656,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2037,499,136082,03ROboBXj84foxBMwZddM6,主梁钢筋_N2:主梁钢筋_N2:623660,623660,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2038,501,136104,03ROboBXj84foxBMwZddMQ,主梁钢筋_N2:主梁钢筋_N2:623664,623664,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2039,503,136126,03ROboBXj84foxBMwZddMU,主梁钢筋_N2:主梁钢筋_N2:623668,623668,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2040,505,136148,03ROboBXj84foxBMwZddMI,主梁钢筋_N2:主梁钢筋_N2:623672,623672,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2041,507,136170,03ROboBXj84foxBMwZddMM,主梁钢筋_N2:主梁钢筋_N2:623676,623676,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2042,509,136192,03ROboBXj84foxBMwZddNg,主梁钢筋_N2:主梁钢筋_N2:623680,623680,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2043,511,136214,03ROboBXj84foxBMwZddNk,主梁钢筋_N2:主梁钢筋_N2:623684,623684,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2044,513,136236,03ROboBXj84foxBMwZddNY,主梁钢筋_N2:主梁钢筋_N2:623688,623688,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2045,515,136258,03ROboBXj84foxBMwZddNc,主梁钢筋_N2:主梁钢筋_N2:623692,623692,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2046,517,136280,03ROboBXj84foxBMwZddNw,主梁钢筋_N2:主梁钢筋_N2:623696,623696,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2047,519,136302,03ROboBXj84foxBMwZddN_,主梁钢筋_N2:主梁钢筋_N2:623700,623700,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2048,521,136324,03ROboBXj84foxBMwZddNn,主梁钢筋_N2:主梁钢筋_N2:623707,623707,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2049,523,136346,03ROboBXj84foxBMwZddN3,主梁钢筋_N2:主梁钢筋_N2:623721,623721,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2050,525,136368,03ROboBXj84foxBMwZddN7,主梁钢筋_N2:主梁钢筋_N2:623725,623725,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2051,527,136390,03ROboBXj84foxBMwZddNR,主梁钢筋_N2:主梁钢筋_N2:623729,623729,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2052,529,136412,03ROboBXj84foxBMwZddNV,主梁钢筋_N2:主梁钢筋_N2:623733,623733,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2053,531,136434,03ROboBXj84foxBMwZddNJ,主梁钢筋_N2:主梁钢筋_N2:623737,623737,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2054,533,136456,03ROboBXj84foxBMwZddNN,主梁钢筋_N2:主梁钢筋_N2:623741,623741,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2055,535,136478,03ROboBXj84foxBMwZddKh,主梁钢筋_N2:主梁钢筋_N2:623745,623745,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2056,537,136500,03ROboBXj84foxBMwZddKl,主梁钢筋_N2:主梁钢筋_N2:623749,623749,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2057,539,136522,03ROboBXj84foxBMwZddKZ,主梁钢筋_N2:主梁钢筋_N2:623753,623753,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2058,541,136544,03ROboBXj84foxBMwZddKd,主梁钢筋_N2:主梁钢筋_N2:623757,623757,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2059,543,136566,03ROboBXj84foxBMwZddKx,主梁钢筋_N2:主梁钢筋_N2:623761,623761,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2060,545,136588,03ROboBXj84foxBMwZddK$,主梁钢筋_N2:主梁钢筋_N2:623765,623765,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2061,547,136610,03ROboBXj84foxBMwZddKp,主梁钢筋_N2:主梁钢筋_N2:623769,623769,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2062,549,136632,03ROboBXj84foxBMwZddKt,主梁钢筋_N2:主梁钢筋_N2:623773,623773,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2063,551,136654,03ROboBXj84foxBMwZddJ9,主梁钢筋_N2:主梁钢筋_N2:623971,623971,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2064,553,136676,03ROboBXj84foxBMwZddJ5,主梁钢筋_N2:主梁钢筋_N2:623983,623983,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2065,555,136698,03ROboBXj84foxBMwZddJP,主梁钢筋_N2:主梁钢筋_N2:623987,623987,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2066,557,136720,03ROboBXj84foxBMwZddJT,主梁钢筋_N2:主梁钢筋_N2:623991,623991,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2067,559,136742,03ROboBXj84foxBMwZddJH,主梁钢筋_N2:主梁钢筋_N2:623995,623995,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2068,561,136764,03ROboBXj84foxBMwZddJL,主梁钢筋_N2:主梁钢筋_N2:623999,623999,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2069,563,136786,03ROboBXj84foxBMwZddGf,主梁钢筋_N2:主梁钢筋_N2:624003,624003,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2070,565,136808,03ROboBXj84foxBMwZddGj,主梁钢筋_N2:主梁钢筋_N2:624007,624007,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2071,567,136830,03ROboBXj84foxBMwZddGX,主梁钢筋_N2:主梁钢筋_N2:624011,624011,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2072,569,136852,03ROboBXj84foxBMwZddGb,主梁钢筋_N2:主梁钢筋_N2:624015,624015,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2073,571,136874,03ROboBXj84foxBMwZddGv,主梁钢筋_N2:主梁钢筋_N2:624019,624019,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2074,573,136896,03ROboBXj84foxBMwZddGz,主梁钢筋_N2:主梁钢筋_N2:624023,624023,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2075,575,136918,03ROboBXj84foxBMwZddGn,主梁钢筋_N2:主梁钢筋_N2:624027,624027,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2076,577,136940,03ROboBXj84foxBMwZddGr,主梁钢筋_N2:主梁钢筋_N2:624031,624031,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2077,579,136962,03ROboBXj84foxBMwZddG9,主梁钢筋_N2:主梁钢筋_N2:624035,624035,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2078,581,136984,03ROboBXj84foxBMwZddGD,主梁钢筋_N2:主梁钢筋_N2:624039,624039,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2079,583,137006,03ROboBXj84foxBMwZddG1,主梁钢筋_N2:主梁钢筋_N2:624043,624043,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2080,585,137028,03ROboBXj84foxBMwZddG5,主梁钢筋_N2:主梁钢筋_N2:624047,624047,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2081,587,137050,03ROboBXj84foxBMwZddGP,主梁钢筋_N2:主梁钢筋_N2:624051,624051,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2082,589,137072,03ROboBXj84foxBMwZddGT,主梁钢筋_N2:主梁钢筋_N2:624055,624055,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2083,591,137094,03ROboBXj84foxBMwZddGH,主梁钢筋_N2:主梁钢筋_N2:624059,624059,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2084,593,137116,03ROboBXj84foxBMwZddGL,主梁钢筋_N2:主梁钢筋_N2:624063,624063,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2085,595,137138,03ROboBXj84foxBMwZddHf,主梁钢筋_N2:主梁钢筋_N2:624067,624067,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2086,596,137149,03ROboBXj84foxBMwZddHA,主梁钢筋_N2:主梁钢筋_N2:624096,624096,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2087,278,99910,03ROboBXj84foxBMwZdeyB,主梁钢筋_N2:主梁钢筋_N2:622241,622241,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2088,332,134245,03ROboBXj84foxBMwZddDj,主梁钢筋_N2:主梁钢筋_N2:623303,623303,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2089,334,134267,03ROboBXj84foxBMwZddDz,主梁钢筋_N2:主梁钢筋_N2:623319,623319,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2090,336,134289,03ROboBXj84foxBMwZddDn,主梁钢筋_N2:主梁钢筋_N2:623323,623323,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2091,338,134311,03ROboBXj84foxBMwZddDr,主梁钢筋_N2:主梁钢筋_N2:623327,623327,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2092,340,134333,03ROboBXj84foxBMwZddD9,主梁钢筋_N2:主梁钢筋_N2:623331,623331,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2093,342,134355,03ROboBXj84foxBMwZddDD,主梁钢筋_N2:主梁钢筋_N2:623335,623335,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2094,344,134377,03ROboBXj84foxBMwZddD1,主梁钢筋_N2:主梁钢筋_N2:623339,623339,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2095,346,134399,03ROboBXj84foxBMwZddD5,主梁钢筋_N2:主梁钢筋_N2:623343,623343,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2096,348,134421,03ROboBXj84foxBMwZddDP,主梁钢筋_N2:主梁钢筋_N2:623347,623347,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2097,350,134443,03ROboBXj84foxBMwZddDT,主梁钢筋_N2:主梁钢筋_N2:623351,623351,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2098,352,134465,03ROboBXj84foxBMwZddDH,主梁钢筋_N2:主梁钢筋_N2:623355,623355,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2099,354,134487,03ROboBXj84foxBMwZddDL,主梁钢筋_N2:主梁钢筋_N2:623359,623359,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2100,356,134509,03ROboBXj84foxBMwZddAf,主梁钢筋_N2:主梁钢筋_N2:623363,623363,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2101,358,134531,03ROboBXj84foxBMwZddAX,主梁钢筋_N2:主梁钢筋_N2:623371,623371,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2102,360,134553,03ROboBXj84foxBMwZddAb,主梁钢筋_N2:主梁钢筋_N2:623375,623375,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2103,362,134575,03ROboBXj84foxBMwZddAv,主梁钢筋_N2:主梁钢筋_N2:623379,623379,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2104,364,134597,03ROboBXj84foxBMwZddAz,主梁钢筋_N2:主梁钢筋_N2:623383,623383,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2105,366,134619,03ROboBXj84foxBMwZddAn,主梁钢筋_N2:主梁钢筋_N2:623387,623387,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2106,368,134641,03ROboBXj84foxBMwZddAr,主梁钢筋_N2:主梁钢筋_N2:623391,623391,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2107,370,134663,03ROboBXj84foxBMwZddA9,主梁钢筋_N2:主梁钢筋_N2:623395,623395,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2108,372,134685,03ROboBXj84foxBMwZddAD,主梁钢筋_N2:主梁钢筋_N2:623399,623399,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2109,374,134707,03ROboBXj84foxBMwZddA1,主梁钢筋_N2:主梁钢筋_N2:623403,623403,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2110,376,134729,03ROboBXj84foxBMwZddA5,主梁钢筋_N2:主梁钢筋_N2:623407,623407,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2111,378,134751,03ROboBXj84foxBMwZddAP,主梁钢筋_N2:主梁钢筋_N2:623411,623411,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2112,380,134773,03ROboBXj84foxBMwZddAT,主梁钢筋_N2:主梁钢筋_N2:623415,623415,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2113,382,134795,03ROboBXj84foxBMwZddAH,主梁钢筋_N2:主梁钢筋_N2:623419,623419,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2114,384,134817,03ROboBXj84foxBMwZddAL,主梁钢筋_N2:主梁钢筋_N2:623423,623423,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2115,386,134839,03ROboBXj84foxBMwZddBf,主梁钢筋_N2:主梁钢筋_N2:623427,623427,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2116,388,134861,03ROboBXj84foxBMwZddBj,主梁钢筋_N2:主梁钢筋_N2:623431,623431,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2117,390,134883,03ROboBXj84foxBMwZddBX,主梁钢筋_N2:主梁钢筋_N2:623435,623435,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2118,392,134905,03ROboBXj84foxBMwZddBb,主梁钢筋_N2:主梁钢筋_N2:623439,623439,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2119,394,134927,03ROboBXj84foxBMwZddBv,主梁钢筋_N2:主梁钢筋_N2:623443,623443,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2120,396,134949,03ROboBXj84foxBMwZddBz,主梁钢筋_N2:主梁钢筋_N2:623447,623447,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2121,398,134971,03ROboBXj84foxBMwZddBn,主梁钢筋_N2:主梁钢筋_N2:623451,623451,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2122,400,134993,03ROboBXj84foxBMwZddBr,主梁钢筋_N2:主梁钢筋_N2:623455,623455,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2123,402,135015,03ROboBXj84foxBMwZddB9,主梁钢筋_N2:主梁钢筋_N2:623459,623459,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2124,404,135037,03ROboBXj84foxBMwZddBD,主梁钢筋_N2:主梁钢筋_N2:623463,623463,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2125,406,135059,03ROboBXj84foxBMwZddB1,主梁钢筋_N2:主梁钢筋_N2:623467,623467,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2126,408,135081,03ROboBXj84foxBMwZddB5,主梁钢筋_N2:主梁钢筋_N2:623471,623471,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2127,410,135103,03ROboBXj84foxBMwZddBP,主梁钢筋_N2:主梁钢筋_N2:623475,623475,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2128,412,135125,03ROboBXj84foxBMwZddBT,主梁钢筋_N2:主梁钢筋_N2:623479,623479,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2129,414,135147,03ROboBXj84foxBMwZddBH,主梁钢筋_N2:主梁钢筋_N2:623483,623483,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2130,416,135169,03ROboBXj84foxBMwZddBL,主梁钢筋_N2:主梁钢筋_N2:623487,623487,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2131,418,135191,03ROboBXj84foxBMwZdd8f,主梁钢筋_N2:主梁钢筋_N2:623491,623491,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2132,420,135213,03ROboBXj84foxBMwZdd8X,主梁钢筋_N2:主梁钢筋_N2:623499,623499,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2133,422,135235,03ROboBXj84foxBMwZdd8b,主梁钢筋_N2:主梁钢筋_N2:623503,623503,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2134,424,135257,03ROboBXj84foxBMwZdd8v,主梁钢筋_N2:主梁钢筋_N2:623507,623507,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2135,426,135279,03ROboBXj84foxBMwZdd8z,主梁钢筋_N2:主梁钢筋_N2:623511,623511,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2136,428,135301,03ROboBXj84foxBMwZdd8n,主梁钢筋_N2:主梁钢筋_N2:623515,623515,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2137,430,135323,03ROboBXj84foxBMwZdd8r,主梁钢筋_N2:主梁钢筋_N2:623519,623519,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2138,432,135345,03ROboBXj84foxBMwZdd89,主梁钢筋_N2:主梁钢筋_N2:623523,623523,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2139,434,135367,03ROboBXj84foxBMwZdd8D,主梁钢筋_N2:主梁钢筋_N2:623527,623527,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2140,436,135389,03ROboBXj84foxBMwZdd81,主梁钢筋_N2:主梁钢筋_N2:623531,623531,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2141,438,135411,03ROboBXj84foxBMwZdd85,主梁钢筋_N2:主梁钢筋_N2:623535,623535,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2142,440,135433,03ROboBXj84foxBMwZdd8P,主梁钢筋_N2:主梁钢筋_N2:623539,623539,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2143,442,135455,03ROboBXj84foxBMwZdd8T,主梁钢筋_N2:主梁钢筋_N2:623543,623543,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2144,444,135477,03ROboBXj84foxBMwZdd8H,主梁钢筋_N2:主梁钢筋_N2:623547,623547,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2145,446,135499,03ROboBXj84foxBMwZdd8L,主梁钢筋_N2:主梁钢筋_N2:623551,623551,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2146,448,135521,03ROboBXj84foxBMwZdd9f,主梁钢筋_N2:主梁钢筋_N2:623555,623555,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2147,450,135543,03ROboBXj84foxBMwZdd9j,主梁钢筋_N2:主梁钢筋_N2:623559,623559,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2148,452,135565,03ROboBXj84foxBMwZdd9X,主梁钢筋_N2:主梁钢筋_N2:623563,623563,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2149,454,135587,03ROboBXj84foxBMwZdd9b,主梁钢筋_N2:主梁钢筋_N2:623567,623567,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2150,456,135609,03ROboBXj84foxBMwZdd9v,主梁钢筋_N2:主梁钢筋_N2:623571,623571,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2151,458,135631,03ROboBXj84foxBMwZdd9z,主梁钢筋_N2:主梁钢筋_N2:623575,623575,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2152,460,135653,03ROboBXj84foxBMwZdd9n,主梁钢筋_N2:主梁钢筋_N2:623579,623579,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2153,462,135675,03ROboBXj84foxBMwZdd9r,主梁钢筋_N2:主梁钢筋_N2:623583,623583,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2154,464,135697,03ROboBXj84foxBMwZdd99,主梁钢筋_N2:主梁钢筋_N2:623587,623587,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2155,466,135719,03ROboBXj84foxBMwZdd9D,主梁钢筋_N2:主梁钢筋_N2:623591,623591,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2156,468,135741,03ROboBXj84foxBMwZdd91,主梁钢筋_N2:主梁钢筋_N2:623595,623595,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2157,470,135763,03ROboBXj84foxBMwZdd95,主梁钢筋_N2:主梁钢筋_N2:623599,623599,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2158,472,135785,03ROboBXj84foxBMwZdd9P,主梁钢筋_N2:主梁钢筋_N2:623603,623603,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2159,474,135807,03ROboBXj84foxBMwZdd9T,主梁钢筋_N2:主梁钢筋_N2:623607,623607,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2160,476,135829,03ROboBXj84foxBMwZdd9H,主梁钢筋_N2:主梁钢筋_N2:623611,623611,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2161,478,135851,03ROboBXj84foxBMwZdd9L,主梁钢筋_N2:主梁钢筋_N2:623615,623615,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2162,480,135873,03ROboBXj84foxBMwZddMf,主梁钢筋_N2:主梁钢筋_N2:623619,623619,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2163,482,135895,03ROboBXj84foxBMwZddMX,主梁钢筋_N2:主梁钢筋_N2:623627,623627,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2164,484,135917,03ROboBXj84foxBMwZddMb,主梁钢筋_N2:主梁钢筋_N2:623631,623631,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2165,486,135939,03ROboBXj84foxBMwZddMv,主梁钢筋_N2:主梁钢筋_N2:623635,623635,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2166,488,135961,03ROboBXj84foxBMwZddMz,主梁钢筋_N2:主梁钢筋_N2:623639,623639,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2167,490,135983,03ROboBXj84foxBMwZddMn,主梁钢筋_N2:主梁钢筋_N2:623643,623643,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2168,492,136005,03ROboBXj84foxBMwZddMr,主梁钢筋_N2:主梁钢筋_N2:623647,623647,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2169,494,136027,03ROboBXj84foxBMwZddM9,主梁钢筋_N2:主梁钢筋_N2:623651,623651,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2170,496,136049,03ROboBXj84foxBMwZddMD,主梁钢筋_N2:主梁钢筋_N2:623655,623655,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2171,498,136071,03ROboBXj84foxBMwZddM1,主梁钢筋_N2:主梁钢筋_N2:623659,623659,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2172,500,136093,03ROboBXj84foxBMwZddM5,主梁钢筋_N2:主梁钢筋_N2:623663,623663,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2173,502,136115,03ROboBXj84foxBMwZddMP,主梁钢筋_N2:主梁钢筋_N2:623667,623667,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2174,504,136137,03ROboBXj84foxBMwZddMT,主梁钢筋_N2:主梁钢筋_N2:623671,623671,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2175,506,136159,03ROboBXj84foxBMwZddMH,主梁钢筋_N2:主梁钢筋_N2:623675,623675,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
2176,508,136181,03ROboBXj84foxBMwZddML,主梁钢筋_N2:主梁钢筋_N2:623679,623679,1879.59919,8.00000,0.00000000;0.00000000;-1.00000000,0
